System,Package,Name, No. Methods, LCOM, AVCC, NOS, HBUG, HEFF, UWCS, INST, PACK, RFC, CBO, MI, CCML, NLOC, RVF, F-IN, DIT, MINC, S-R, R-R, COH, LMC, LCOM2, MAXCC, HVOL, HIER, NQU, FOUT, Superclass, SIX, EXT, NSUP, TCC, NSUB, MPC, NCO, INTR, CCOM, HLTH, MOD
"","org.joda.time.format","DateTimeParserBucket$SavedField",5,0.50,1.60,29,0.24,4624.36,9,4,11,5,1,171.46,5,41,4.00,0,1,121.46,0.00,0.00,0.65,0,0.00,3,713.86,1,2,1,java.lang.Object,0.00,0,0,8,0,0,3,1,1,171,1
"","org.joda.time.format","DateTimeParserBucket$SavedState",2,1.50,2.00,20,0.17,4820.94,6,4,11,2,2,146.79,5,25,2.00,0,1,106.91,0.00,0.00,1.00,0,0.00,3,506.61,0,1,2,java.lang.Object,0.00,0,0,4,0,0,1,0,5,126,0
"","org.joda.time.format","DateTimeParserInternalParser",5,0.50,1.40,16,0.11,1910.12,6,1,0,5,7,182.79,7,24,5.00,5,1,132.79,0.00,0.00,0.60,0,2.00,3,335.89,0,4,4,java.lang.Object,0.00,0,0,7,0,0,1,1,3,93,0
"","org.joda.example.time","DateTimePerformance",52,0.11,3.90,880,7.63,223342.98,61,9,13,54,6,147.16,81,697,20.00,1,1,97.16,0.00,0.00,0.22,42,0.00,6,22902.26,0,0,5,java.lang.Object,0.00,2,0,203,0,2,52,0,68,4403,1
"","org.joda.example.time","DateTimePerformance$Result",0,0.00,0.00,6,0.03,224.29,5,5,13,0,0,171.00,0,7,0.00,0,1,171.00,0.00,0.00,0.00,0,0.00,0,102.80,0,0,0,java.lang.Object,0.00,0,0,0,0,0,0,0,0,27,2
"","org.joda.time.format","DateTimePrinter",5,0.00,1.00,6,0.49,8638.06,5,0,6,5,10,95.51,46,9,0.00,7,1,145.51,0.00,0.00,0.00,0,5.00,1,1482.64,0,1,3,,0.00,0,0,5,0,0,4,0,42,317,1
"","org.joda.time.format","DateTimePrinterInternalPrinter",6,0.40,2.00,34,0.37,14205.52,7,1,6,6,9,168.20,8,48,20.00,4,1,118.20,0.00,0.00,0.67,1,0.00,3,1115.44,0,3,6,java.lang.Object,0.00,0,0,12,0,0,3,1,4,247,0
"","org.joda.time","DateTimeUtils",25,0.22,1.96,129,1.39,44790.84,28,3,9,27,137,75.03,294,179,15.00,127,1,119.15,0.00,0.00,0.12,4,142.00,5,4170.75,0,17,12,java.lang.Object,0.00,2,0,49,0,2,8,0,46,929,1
"","org.joda.time","DateTimeUtils$FixedMillisProvider",2,0.00,1.00,6,0.02,156.98,3,1,9,2,0,106.06,12,9,0.00,0,1,138.28,0.00,0.00,1.00,0,0.00,1,70.65,0,1,0,java.lang.Object,0.00,0,0,2,0,0,1,1,4,24,1
"","org.joda.time","DateTimeUtils$MillisProvider",1,0.00,1.00,2,0.01,40.30,1,0,9,1,0,104.84,7,3,0.00,0,1,147.13,0.00,0.00,0.00,0,1.00,1,21.65,0,1,0,,0.00,0,0,1,0,0,0,0,2,9,2
"","org.joda.time","DateTimeUtils$OffsetMillisProvider",2,0.00,1.00,6,0.03,260.09,3,1,9,2,0,104.33,12,9,2.00,0,1,136.55,0.00,0.00,1.00,0,0.00,1,93.26,0,1,0,java.lang.Object,0.00,0,0,2,0,0,1,1,4,29,1
"","org.joda.time","DateTimeUtils$SystemMillisProvider",1,0.00,1.00,3,0.01,117.62,1,0,9,1,0,94.61,7,5,2.00,0,1,136.90,0.00,0.00,0.00,0,1.00,1,44.54,0,1,0,java.lang.Object,0.00,0,0,1,0,0,0,1,2,15,1
"","org.joda.time","DateTimeZone",46,0.07,3.09,366,4.46,244525.36,54,8,26,47,225,80.50,605,538,26.00,218,1,109.88,7.00,0.00,0.05,27,750.00,12,13368.45,0,42,18,java.lang.Object,0.00,1,0,142,7,1,4,1,103,2662,2
"","org.joda.time","DateTimeZone$LazyInit",2,2.00,1.00,42,0.72,22681.20,4,2,26,2,4,89.98,9,47,8.00,0,1,89.75,0.00,0.00,0.00,0,2.00,1,2151.03,0,2,4,java.lang.Object,0.00,0,0,2,0,0,0,0,8,361,2
"","org.joda.time","DateTimeZone$LazyInit$BaseChronology",4,1.00,1.00,10,0.05,345.90,5,1,26,4,2,144.52,0,15,3.00,0,1,144.52,0.00,0.00,0.00,0,4.00,1,136.59,1,4,2,java.lang.Object,0.00,0,0,4,0,0,0,0,0,44,3
"","org.joda.time","DateTimeZone$Stub",4,0.00,1.00,11,0.08,742.53,6,2,26,4,0,181.79,9,16,3.00,0,1,141.91,0.00,0.00,0.50,0,0.00,1,231.54,1,1,0,java.lang.Object,0.00,0,0,4,0,0,3,1,3,65,3
"","org.joda.time.tz","DateTimeZoneBuilder",15,0.79,3.07,167,2.48,150333.02,16,1,22,15,21,56.26,171,235,36.00,11,1,100.39,0.00,0.00,0.27,9,43.00,11,7450.60,0,11,10,java.lang.Object,0.00,0,0,46,0,0,4,0,48,1401,1
"","org.joda.time.tz","DateTimeZoneBuilder$DSTZone",11,0.23,2.64,82,0.92,49966.65,15,4,22,11,1,160.45,18,130,22.00,0,2,110.45,0.00,0.50,0.45,1,0.00,7,2753.77,3,9,1,org.joda.time.DateTimeZone,0.21,0,1,29,0,0,2,0,18,586,3
"","org.joda.time.tz","DateTimeZoneBuilder$OfYear",12,0.47,3.25,137,1.85,103074.13,18,6,22,12,2,140.79,26,208,29.00,0,1,100.90,0.00,0.00,0.60,4,0.00,6,5553.58,2,10,2,java.lang.Object,0.00,0,0,39,0,0,2,0,13,1114,3
"","org.joda.time.tz","DateTimeZoneBuilder$PrecalculatedZone",12,0.27,5.92,253,3.52,308088.51,18,6,22,12,7,126.43,26,324,48.00,0,2,86.55,0.00,0.50,0.42,0,0.00,15,10546.36,3,10,7,org.joda.time.DateTimeZone,0.21,0,1,71,0,0,2,0,16,1841,3
"","org.joda.time.tz","DateTimeZoneBuilder$Recurrence",12,0.24,1.17,37,0.33,5870.39,15,3,22,12,0,131.99,9,56,11.00,0,1,131.99,0.00,0.00,0.56,1,0.00,3,983.75,2,10,0,java.lang.Object,0.00,0,0,14,0,0,2,0,3,254,3
"","org.joda.time.tz","DateTimeZoneBuilder$Rule",8,0.29,1.50,37,0.36,16729.28,11,3,22,8,2,122.30,7,54,5.00,0,1,122.30,0.00,0.00,0.58,0,0.00,5,1067.73,0,7,2,java.lang.Object,0.00,0,0,12,0,0,1,0,7,239,3
"","org.joda.time.tz","DateTimeZoneBuilder$RuleSet",12,0.30,2.58,99,1.03,52393.13,19,7,22,12,3,108.67,59,137,26.00,0,1,108.43,0.00,0.00,0.42,1,0.00,9,3103.52,0,6,3,java.lang.Object,0.00,0,0,31,0,0,6,0,32,633,3
"","org.joda.time.tz","DateTimeZoneBuilder$Transition",11,0.42,1.09,38,0.30,5042.41,15,4,22,11,2,132.23,3,56,15.00,0,1,132.23,0.00,0.00,0.64,0,0.00,2,903.29,0,8,2,java.lang.Object,0.00,0,0,12,0,0,3,0,1,231,3
"","org.joda.time","Days",26,0.04,1.38,113,1.16,22992.39,38,12,6,30,29,76.79,285,153,16.00,15,2,125.26,0.00,0.50,0.04,2,98.00,2,3473.65,1,25,20,org.joda.time.base.BaseSingleFieldPeriod,0.09,4,1,36,0,4,1,0,41,800,2
"","org.joda.time.field","DecoratedDateTimeField",10,0.00,1.20,28,0.20,3098.63,12,2,3,10,8,160.73,30,42,5.00,4,3,140.11,2.67,0.18,0.50,0,0.00,3,590.26,0,9,4,org.joda.time.field.BaseDateTimeField,0.21,0,2,12,8,0,1,0,3,163,2
"","org.joda.time.field","DecoratedDurationField",10,0.00,1.20,28,0.23,3948.80,12,2,2,10,4,159.90,30,41,5.00,1,3,139.28,1.00,0.33,0.50,0,0.00,3,686.90,0,9,3,org.joda.time.field.BaseDurationField,0.57,0,2,12,3,0,1,0,4,187,1
"","org.joda.time.tz","DefaultNameProvider",8,0.43,3.25,84,1.39,140375.21,10,2,5,8,5,139.89,20,100,32.00,3,1,100.00,0.00,0.00,0.12,2,20.00,10,4161.35,0,7,2,java.lang.Object,0.00,0,0,26,0,0,1,1,11,761,2
"","org.joda.time.field","DelegatedDateTimeField",54,0.00,1.04,120,1.10,16953.10,58,4,6,54,9,140.10,38,177,11.00,5,2,140.10,2.00,0.17,0.25,1,0.00,2,3296.34,1,51,4,org.joda.time.DateTimeField,0.55,0,1,56,4,0,3,1,5,904,1
"","org.joda.time.field","DelegatedDurationField",24,0.03,1.08,58,0.49,8087.42,27,3,3,24,3,189.85,34,86,13.00,1,2,139.85,0.00,0.50,0.36,0,0.00,2,1461.27,1,22,2,org.joda.time.DurationField,0.82,0,1,26,0,0,2,1,6,404,1
"","org.joda.time.field","DividedDateTimeField",19,0.07,1.26,79,0.96,32093.17,25,6,3,19,10,105.20,102,112,10.00,4,4,123.07,0.00,0.75,0.24,3,11.00,3,2866.04,3,15,7,org.joda.time.field.DecoratedDateTimeField,0.40,0,3,24,0,0,4,0,14,631,1
"","org.joda.time","Duration",31,0.43,1.48,101,0.91,15902.46,33,2,5,32,44,87.64,346,151,13.00,40,3,131.77,0.00,0.67,0.08,6,136.00,2,2740.42,1,27,9,org.joda.time.base.BaseDuration,0.05,1,2,46,0,1,4,1,39,688,2
"","org.joda.time.convert","DurationConverter",1,0.00,1.00,2,0.02,103.13,1,0,0,1,9,101.62,7,3,0.00,8,2,143.92,0.00,0.50,0.00,0,1.00,1,46.05,0,1,1,,0.00,0,1,1,0,0,0,0,2,15,1
"","org.joda.time","DurationField",20,0.00,1.10,27,0.24,3406.98,20,0,0,20,80,115.84,246,32,10.00,80,1,153.41,18.00,0.00,0.00,2,20.00,2,711.32,0,20,1,java.lang.Object,0.00,0,0,22,18,0,0,1,43,217,2
"","org.joda.time","DurationFieldType",17,0.01,1.00,50,0.49,6122.99,43,26,1,18,107,97.35,126,79,9.00,106,1,139.64,1.00,0.00,0.03,2,223.00,1,1456.84,0,16,2,java.lang.Object,0.00,1,0,17,1,1,1,1,22,319,2
"","org.joda.time","DurationFieldType$StandardDurationFieldType",5,0.00,1.80,71,0.49,9611.88,7,2,1,5,4,122.87,16,83,5.00,0,2,102.25,0.00,0.50,0.50,0,0.00,3,1469.05,0,4,4,org.joda.time.DurationFieldType,0.00,0,1,9,0,0,1,0,7,296,2
"","org.joda.time.chrono","EthiopicChronology",14,0.09,1.86,80,0.94,56117.06,21,7,7,16,14,84.19,96,120,18.00,3,6,116.41,0.00,0.83,0.06,1,94.00,8,2826.76,7,12,11,org.joda.time.chrono.BasicFixedMonthChronology,0.16,2,5,26,0,2,2,0,37,593,2
"","org.joda.example.time","Examples",4,0.00,1.25,76,1.75,61031.12,4,0,3,4,3,140.30,5,83,31.00,1,1,90.30,0.00,0.00,0.00,2,4.00,2,5239.64,0,0,2,java.lang.Object,0.00,0,0,5,0,0,4,0,1,861,1
"","org.joda.time.field","FieldUtils",18,0.00,2.28,97,1.33,72346.72,18,0,5,18,65,66.36,169,152,35.00,62,1,116.36,0.00,0.00,0.00,1,18.00,5,3978.88,0,14,3,java.lang.Object,0.00,0,0,41,0,0,4,0,25,859,1
"","org.joda.time.tz","FixedDateTimeZone",11,0.03,1.27,38,0.35,7730.03,15,4,1,11,4,180.73,15,57,14.00,4,2,130.73,0.00,0.50,0.27,0,7.00,3,1036.09,1,10,1,org.joda.time.DateTimeZone,0.32,0,1,14,0,0,1,0,5,253,2
"","org.joda.time.format","FormatUtils",16,0.73,4.19,201,2.56,170871.17,17,1,2,17,10,48.69,146,261,32.00,10,1,98.69,0.00,0.00,0.31,5,46.00,11,7669.03,0,3,0,java.lang.Object,0.00,1,0,67,0,1,13,0,35,1456,1
"","org.joda.time.chrono","GJCacheKey",3,0.50,4.33,36,0.35,19350.05,6,3,2,3,4,150.41,3,50,46.00,2,1,100.41,0.00,0.00,0.67,0,1.00,11,1041.02,0,2,2,java.lang.Object,0.00,0,0,13,0,0,1,0,1,228,0
"","org.joda.time.chrono","GJChronology",26,0.05,2.00,182,3.00,188199.62,34,8,16,28,46,66.63,191,305,28.00,27,4,108.92,0.00,0.75,0.17,8,194.00,7,9009.76,2,23,19,org.joda.time.chrono.AssembledChronology,0.12,2,3,52,0,2,3,0,49,1708,2
"","org.joda.time.chrono","GJChronology$CutoverField",35,0.10,2.03,169,1.76,65752.96,42,7,16,35,8,172.60,45,254,14.00,0,3,122.60,0.00,0.67,0.24,5,0.00,8,5291.14,6,32,8,org.joda.time.field.BaseDateTimeField,0.39,0,2,71,0,0,3,0,30,1219,1
"","org.joda.time.chrono","GJChronology$ImpreciseCutoverField",10,1.00,3.50,78,0.92,50684.92,11,1,16,10,2,110.25,48,130,19.00,0,2,110.01,0.00,0.50,0.00,0,22.00,9,2770.34,3,6,2,org.joda.time.chrono.CutoverField,0.00,0,1,35,0,0,4,0,33,604,2
"","org.joda.time.chrono","GJChronology$LinkedDurationField",5,0.00,1.00,14,0.12,1639.88,7,2,16,5,2,139.96,4,20,3.00,0,4,139.96,0.00,0.75,0.50,0,0.00,1,351.33,0,4,2,org.joda.time.field.DecoratedDurationField,0.34,0,3,5,0,0,1,0,2,99,2
"","org.joda.time.chrono","GJDayOfWeekDateTimeField",11,0.35,1.00,26,0.22,2222.66,13,2,5,11,6,109.39,66,39,8.00,1,4,141.62,0.00,0.75,0.18,0,23.00,1,668.88,0,10,6,org.joda.time.field.PreciseDurationDateTimeField,0.13,0,3,11,0,0,1,0,12,182,1
"","org.joda.time.chrono","GJEraDateTimeField",17,0.34,1.24,49,0.45,7064.60,19,2,8,17,9,189.10,30,76,10.00,1,3,139.10,0.00,0.67,0.18,3,47.00,2,1341.91,0,16,9,org.joda.time.field.BaseDateTimeField,0.30,0,2,21,0,0,1,0,9,339,1
"","org.joda.time.chrono","GJLocaleSymbols",23,0.03,1.78,150,1.52,57190.39,39,16,8,24,10,115.10,18,171,13.00,7,1,115.10,0.00,0.00,0.09,5,333.00,4,4571.34,0,20,3,java.lang.Object,0.00,1,0,41,0,1,3,0,6,942,0
"","org.joda.time.chrono","GJMonthOfYearDateTimeField",6,1.00,1.00,14,0.14,1427.93,7,1,1,6,3,180.94,17,22,6.00,1,5,141.06,0.00,0.80,0.00,0,6.00,1,423.45,0,5,3,org.joda.time.chrono.BasicMonthOfYearDateTimeField,0.00,0,4,6,0,0,1,0,8,114,1
"","org.joda.time.chrono","GJYearOfEraDateTimeField",16,0.40,1.12,42,0.39,6903.93,18,2,6,16,7,188.99,20,63,8.00,1,4,138.99,0.00,0.75,0.12,1,48.00,2,1163.91,2,15,7,org.joda.time.field.DecoratedDateTimeField,0.41,0,3,18,0,0,1,0,5,312,1
"","org.joda.time.chrono","GregorianChronology",17,0.05,1.71,80,0.88,47574.33,25,8,4,18,37,121.51,76,121,17.00,32,6,121.28,0.00,0.83,0.07,2,151.00,8,2633.93,4,15,5,org.joda.time.chrono.BasicGJChronology,0.24,1,5,29,0,1,2,0,20,572,2
"","org.joda.time","Hours",26,0.03,1.38,116,1.18,23541.99,39,13,6,30,29,76.71,281,156,16.00,15,2,125.18,0.00,0.50,0.04,2,98.00,2,3548.80,1,25,20,org.joda.time.base.BaseSingleFieldPeriod,0.09,4,1,36,0,4,1,0,41,811,2
"","org.joda.time.chrono","ISOChronology",11,0.23,1.82,54,0.53,14315.73,14,3,10,12,130,81.59,83,79,18.00,121,4,123.88,0.00,0.75,0.12,1,26.00,4,1594.38,2,9,9,org.joda.time.chrono.AssembledChronology,0.05,1,3,20,0,1,2,0,20,372,2
"","org.joda.time.chrono","ISOChronology$Stub",4,0.00,1.00,11,0.08,848.41,6,2,10,4,2,141.45,0,18,5.00,0,1,141.45,0.00,0.00,0.50,0,0.00,1,243.12,0,1,2,java.lang.Object,0.00,0,0,4,0,0,3,1,0,68,3
"","org.joda.time.format","ISODateTimeFormat",59,0.00,1.78,256,2.85,171493.48,59,0,4,59,27,91.76,772,381,16.00,24,1,121.14,0.00,0.00,0.00,7,59.00,18,8563.12,0,55,3,java.lang.Object,0.00,0,0,105,0,0,4,0,95,1766,1
"","org.joda.time.format","ISODateTimeFormat$Constants",59,0.00,2.00,243,4.05,80467.69,118,59,4,59,4,123.70,22,676,100.00,0,1,123.70,0.00,0.00,0.02,32,3422.00,2,12139.81,3,59,4,java.lang.Object,0.00,0,0,118,0,0,0,0,18,2588,2
"","org.joda.time.format","ISOPeriodFormat",6,0.04,1.83,28,0.64,13167.79,11,5,0,6,18,77.96,66,115,45.00,16,1,122.09,0.00,0.00,0.17,0,26.00,2,1928.05,0,5,2,java.lang.Object,0.00,0,0,11,0,0,1,0,8,389,1
"","org.joda.time.chrono","ISOYearOfEraDateTimeField",16,0.50,1.06,39,0.38,6850.62,18,2,6,17,9,189.03,18,59,8.00,2,4,139.03,0.00,0.75,0.03,1,30.00,2,1145.28,2,15,7,org.joda.time.field.DecoratedDateTimeField,0.41,1,3,17,0,1,1,0,3,309,0
"","org.joda.time","IllegalFieldValueException",20,0.32,1.40,137,1.28,31936.42,29,9,0,20,18,84.45,129,178,8.00,16,2,116.67,0.00,0.50,0.42,1,0.00,5,3837.63,1,11,2,java.lang.IllegalArgumentException,0.00,0,1,28,0,0,9,0,21,840,1
"","org.joda.time","IllegalInstantException",4,1.00,1.50,16,0.18,4754.10,5,1,1,4,11,75.76,40,23,27.00,9,2,124.23,0.00,0.50,0.00,2,4.00,3,544.12,0,2,2,java.lang.IllegalArgumentException,0.00,0,1,6,0,0,2,0,5,127,1
"","org.joda.time.field","ImpreciseDateTimeField",11,0.20,1.45,32,0.28,16264.61,14,3,3,11,7,102.50,70,43,9.00,2,3,134.72,5.33,0.11,0.15,2,31.00,6,834.54,0,10,5,org.joda.time.field.BaseDateTimeField,0.24,0,2,16,16,0,1,0,4,215,2
"","org.joda.time.field","ImpreciseDateTimeField$LinkedDurationField",11,1.00,1.00,24,0.24,3483.51,12,1,3,11,3,140.08,0,40,5.00,0,3,140.08,0.00,0.67,0.00,1,20.00,1,707.33,0,10,3,org.joda.time.field.BaseDurationField,0.70,0,2,11,0,0,1,0,0,195,2
"","org.joda.time","Instant",22,0.27,1.09,57,0.50,7115.43,25,3,9,23,48,95.86,255,87,11.00,37,2,139.99,0.00,0.50,0.08,7,82.00,2,1489.14,0,19,13,org.joda.time.base.AbstractInstant,0.20,1,1,24,0,1,3,1,32,392,2
"","org.joda.time.convert","InstantConverter",3,0.00,1.00,4,0.12,1589.82,3,0,2,3,15,105.42,33,5,0.00,12,2,149.55,0.00,0.50,0.00,0,3.00,1,356.00,0,3,3,,0.00,0,1,3,0,0,0,0,16,91,1
"","org.joda.time.format","InternalParser",2,0.00,1.00,3,0.04,308.55,2,0,0,2,17,153.30,32,4,0.00,17,1,153.77,0.00,0.00,0.00,0,2.00,1,127.81,0,2,1,,0.00,0,0,2,0,0,0,0,7,36,0
"","org.joda.time.format","InternalParserDateTimeParser",6,0.40,1.83,25,0.21,5176.84,7,1,0,6,7,175.28,8,38,7.00,4,1,125.28,0.00,0.00,0.67,0,0.00,4,641.40,0,5,4,java.lang.Object,0.00,0,0,11,0,0,1,1,3,162,0
"","org.joda.time.format","InternalPrinter",3,0.00,1.00,4,0.17,1809.04,3,0,5,3,18,104.98,34,6,0.00,15,1,149.11,0.00,0.00,0.00,0,3.00,1,510.93,0,1,3,,0.00,0,0,3,0,0,2,0,17,113,0
"","org.joda.time.format","InternalPrinterDateTimePrinter",10,0.22,1.70,35,0.40,7604.26,11,1,6,10,9,180.39,10,59,23.00,4,1,130.39,0.00,0.00,0.80,0,0.00,4,1193.56,0,3,6,java.lang.Object,0.00,0,0,17,0,0,7,1,5,285,0
"","org.joda.time","Interval",25,1.00,1.72,125,1.48,57335.07,26,1,7,25,53,88.96,330,176,21.00,39,3,118.34,0.00,0.67,0.00,4,25.00,8,4453.49,5,15,16,org.joda.time.base.BaseInterval,0.05,0,2,43,0,0,10,1,37,951,2
"","org.joda.time.convert","IntervalConverter",2,0.00,1.00,3,0.07,634.74,2,0,2,2,11,101.30,19,4,0.00,8,2,151.30,0.00,0.50,0.00,0,2.00,1,196.02,0,1,3,,0.00,0,1,2,0,0,1,0,6,50,1
"","org.joda.time.chrono","IslamicChronology",31,0.01,1.71,174,1.92,80232.96,55,24,7,34,13,100.05,179,233,15.00,3,5,117.93,0.00,0.80,0.05,5,601.00,7,5765.59,9,29,10,org.joda.time.chrono.BasicChronology,0.46,3,4,53,0,3,2,0,78,1201,2
"","org.joda.time.chrono","IslamicChronology$LeapYearPatternType",5,0.08,1.40,29,0.19,2775.98,8,3,7,5,0,91.02,34,39,3.00,0,1,123.24,0.00,0.00,0.27,0,5.00,2,559.85,0,4,0,java.lang.Object,0.00,0,0,7,0,0,1,1,7,140,2
"","org.joda.time","JodaTimePermission",1,1.00,1.00,4,0.02,132.06,2,1,1,1,4,158.08,32,6,0.00,4,2,131.84,0.00,0.50,0.00,0,1.00,1,58.53,0,0,0,java.security.BasicPermission,0.00,0,1,1,0,0,1,0,2,19,1
"","org.joda.time.chrono","JulianChronology",19,0.08,1.74,91,0.97,50156.98,26,7,7,20,33,121.71,80,139,13.00,25,6,121.47,0.00,0.83,0.07,3,156.00,8,2914.58,5,17,8,org.joda.time.chrono.BasicGJChronology,0.27,1,5,33,0,1,2,0,25,638,2
"","org.joda.time.chrono","LenientChronology",9,0.50,1.89,60,0.73,21976.98,11,2,4,9,17,115.39,42,79,8.00,12,4,115.15,0.00,0.75,0.06,2,16.00,4,2188.33,2,7,5,org.joda.time.chrono.AssembledChronology,0.05,0,3,17,0,0,2,0,7,476,2
"","org.joda.time.field","LenientDateTimeField",4,0.33,1.75,21,0.22,5046.37,6,2,2,4,7,102.51,22,29,20.00,3,3,120.38,0.00,0.67,0.25,0,4.00,4,650.72,2,3,5,org.joda.time.field.DelegatedDateTimeField,0.06,0,2,7,0,0,1,0,5,151,1
"","org.joda.time.chrono","LimitChronology",16,0.12,2.00,131,2.00,102729.47,20,4,14,16,19,107.41,79,192,32.00,6,4,107.17,0.00,0.75,0.14,6,50.00,7,5985.70,2,13,13,org.joda.time.chrono.AssembledChronology,0.12,0,3,32,0,0,3,0,16,1197,2
"","org.joda.time.chrono","LimitChronology$LimitDateTimeField",26,0.20,1.00,104,0.85,14573.26,30,4,14,26,3,126.90,0,135,11.00,0,4,126.90,0.00,0.75,0.06,0,110.00,1,2547.01,2,25,3,org.joda.time.field.DecoratedDateTimeField,0.58,0,3,26,0,0,1,0,0,657,1
"","org.joda.time.chrono","LimitChronology$LimitDurationField",9,1.00,1.00,34,0.30,5070.00,10,1,14,9,2,131.54,0,44,5.00,0,4,131.54,0.00,0.75,0.00,0,9.00,1,897.98,2,8,2,org.joda.time.field.DecoratedDurationField,0.63,0,3,9,0,0,1,0,0,236,1
"","org.joda.time.chrono","LimitChronology$LimitException",3,0.25,1.67,27,0.28,8644.44,5,2,14,3,2,158.04,5,34,7.00,0,2,108.04,0.00,0.50,0.33,1,1.00,3,838.00,4,2,2,java.lang.IllegalArgumentException,0.00,0,1,5,0,0,1,0,2,172,1
"","org.joda.time","LocalDate",96,0.09,1.54,389,4.55,106424.26,104,8,22,97,60,86.90,1152,567,23.00,40,3,124.47,0.00,0.67,0.04,18,1412.00,6,13648.90,4,85,24,org.joda.time.base.BaseLocal,0.08,1,2,148,0,1,11,1,139,3095,2
"","org.joda.time","LocalDate$Property",19,0.17,1.00,47,0.44,4891.20,22,3,22,19,5,90.79,178,67,14.00,0,2,140.79,0.00,0.50,0.49,1,0.00,1,1333.62,2,16,5,org.joda.time.field.AbstractReadableInstantFieldProperty,0.12,0,1,19,0,0,3,0,27,357,3
"","org.joda.time","LocalDateTime",118,0.11,1.42,427,5.15,118485.03,125,7,19,118,37,85.36,1303,652,23.00,21,3,129.48,0.00,0.67,0.03,18,1442.00,6,15456.06,3,105,20,org.joda.time.base.BaseLocal,0.04,0,2,167,0,0,13,1,160,3583,2
"","org.joda.time","LocalDateTime$Property",20,0.18,1.00,49,0.47,5206.36,23,3,19,20,5,90.75,188,70,14.00,0,2,140.75,0.00,0.50,0.50,1,0.00,1,1419.57,2,17,5,org.joda.time.field.AbstractReadableInstantFieldProperty,0.12,0,1,20,0,0,3,0,28,379,3
"","org.joda.time","LocalTime",69,0.07,1.57,282,3.22,65954.93,78,9,19,71,45,80.84,790,425,19.00,29,3,124.97,0.00,0.67,0.04,9,788.00,4,9663.70,3,56,18,org.joda.time.base.BaseLocal,0.07,2,2,108,0,2,13,1,99,2212,2
"","org.joda.time","LocalTime$Property",21,0.18,1.05,55,0.56,7306.04,24,3,19,21,5,89.75,192,78,15.00,0,2,139.75,0.00,0.50,0.51,1,0.00,2,1679.17,2,18,5,org.joda.time.field.AbstractReadableInstantFieldProperty,0.11,0,1,22,0,0,3,0,29,433,3
"","org.joda.time.convert","LongConverter",4,1.00,1.00,10,0.08,967.80,5,1,1,5,8,91.00,39,16,6.00,3,2,141.00,0.00,0.50,0.00,0,4.00,1,247.60,0,3,5,org.joda.time.convert.AbstractConverter,0.00,1,1,4,0,1,1,1,8,69,0
"","org.joda.time.chrono.gj","MainTest",21,0.01,2.10,222,4.10,213544.00,34,13,7,21,9,141.86,54,312,55.00,2,2,101.97,0.00,0.50,0.08,13,125.00,6,12299.57,1,7,7,junit.framework.TestCase,0.00,0,1,44,0,0,14,0,23,2285,1
"","org.joda.time.field","MillisDurationField",23,0.50,1.13,57,0.40,6428.82,25,2,3,24,8,190.48,41,85,11.00,5,2,140.48,0.00,0.50,0.02,1,44.00,3,1202.02,0,22,3,org.joda.time.DurationField,0.84,1,1,26,0,1,1,1,11,338,2
"","org.joda.time","Minutes",26,0.08,1.38,101,1.04,20918.04,34,8,6,30,28,81.77,277,141,16.00,14,2,130.25,0.00,0.50,0.05,2,98.00,2,3108.63,1,25,20,org.joda.time.base.BaseSingleFieldPeriod,0.09,4,1,36,0,4,1,0,41,738,2
"","org.joda.time.convert","MockBadChronology",5,0.00,1.00,11,0.04,291.95,5,0,3,5,4,195.86,5,17,3.00,1,2,145.86,0.00,0.50,0.00,0,5.00,1,127.15,0,4,3,org.joda.time.BaseChronology,0.00,0,1,5,0,0,1,0,1,44,0
"","org.joda.time","MockNullZoneChronology",5,0.00,1.00,11,0.05,445.45,5,0,2,5,8,194.42,5,17,3.00,3,3,144.42,0.00,0.67,0.00,0,5.00,1,159.73,0,5,5,org.joda.time.chrono.BaseChronology,0.12,0,2,5,0,0,0,0,2,52,0
"","org.joda.time","MockPartial",12,1.00,1.00,26,0.17,1778.89,13,1,1,13,29,142.67,5,39,7.00,21,1,142.67,7.00,0.00,0.00,2,12.00,1,501.14,0,12,8,java.lang.Object,0.00,1,0,12,7,1,0,1,1,149,1
"","org.joda.time.convert","MockUnknownCalendar",12,0.45,1.00,23,0.12,951.53,14,2,2,12,1,156.04,5,36,5.00,1,2,156.04,0.00,0.50,0.08,0,32.00,1,354.98,0,6,0,java.util.Calendar,0.00,0,1,12,0,0,6,0,1,116,0
"","org.joda.time.convert","MockUnknownTimeZone",8,0.00,1.00,16,0.09,771.96,8,0,3,8,1,144.14,5,25,9.00,1,2,144.14,0.00,0.50,0.00,0,8.00,1,276.25,0,6,0,java.util.TimeZone,0.00,0,1,8,0,0,2,0,1,85,0
"","org.joda.time.convert","MockZeroNullIntegerConverter",5,1.00,1.00,12,0.08,760.05,6,1,3,6,9,192.59,6,18,4.00,5,1,142.59,0.00,0.00,0.00,0,5.00,1,248.94,0,5,4,java.lang.Object,0.00,1,0,5,0,1,0,1,1,71,1
