System,Package,Name, No. Methods, LCOM, AVCC, NOS, HBUG, HEFF, UWCS, INST, PACK, RFC, CBO, MI, CCML, NLOC, RVF, F-IN, DIT, MINC, S-R, R-R, COH, LMC, LCOM2, MAXCC, HVOL, HIER, NQU, FOUT, Superclass, SIX, EXT, NSUP, TCC, NSUB, MPC, NCO, INTR, CCOM, HLTH, MOD
"","org.joda.time.chrono.gj","TestGregorianChronology",11,0.00,1.73,60,0.79,35627.49,11,0,0,11,2,157.04,26,82,14.00,1,3,117.16,0.00,0.67,0.00,4,25.00,3,2382.93,4,9,1,org.joda.time.chrono.gj.TestGJChronology,0.44,0,2,19,0,0,2,0,10,502,2
"","org.joda.time","TestHours",32,0.97,1.38,231,3.46,99077.55,33,1,6,33,19,111.91,29,289,24.00,1,2,111.91,0.00,0.50,0.06,1,88.00,3,10376.14,3,1,18,junit.framework.TestCase,0.00,1,1,44,0,1,31,0,23,2200,1
"","org.joda.time.chrono","TestISOChronology",25,0.02,1.24,334,6.31,336067.31,33,8,17,26,15,96.89,9,378,37.00,1,2,96.89,0.00,0.50,0.11,2,121.00,3,18931.33,4,1,14,junit.framework.TestCase,0.00,1,1,31,0,1,24,0,4,3604,2
"","org.joda.time.format","TestISODateTimeFormat",51,0.18,1.00,338,5.58,109083.58,60,9,10,52,8,115.75,23,401,21.00,1,2,115.75,0.00,0.50,0.29,1,0.00,1,16739.80,2,1,7,junit.framework.TestCase,0.00,1,1,51,0,1,50,0,19,3480,1
"","org.joda.time.format","TestISODateTimeFormat$ISODateTimeFormat",0,0.00,0.00,1,0.00,0.00,0,0,10,0,0,171.00,1,2,0.00,0,1,171.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0,0,java.lang.Object,0.00,0,0,0,0,0,0,0,1,0,1
"","org.joda.time.format","TestISODateTimeFormatParsing",47,0.30,1.06,651,9.60,277604.13,50,3,6,47,5,149.73,56,705,19.00,1,2,99.73,0.00,0.50,0.04,3,133.00,3,28791.04,2,1,4,junit.framework.TestCase,0.00,0,1,50,0,0,46,0,52,5467,1
"","org.joda.time.format","TestISODateTimeFormat_Fields",45,0.00,1.49,724,12.78,561847.17,45,0,9,45,5,143.73,55,911,35.00,1,2,93.73,0.00,0.50,0.00,1,45.00,3,38346.66,2,1,4,junit.framework.TestCase,0.00,0,1,67,0,0,44,0,51,7421,1
"","org.joda.time.format","TestISOPeriodFormat",12,0.10,1.00,118,2.29,69562.61,26,14,9,15,7,155.77,12,134,38.00,1,2,105.77,0.00,0.50,0.17,1,38.00,1,6866.50,2,1,6,junit.framework.TestCase,0.00,3,1,12,0,3,11,0,8,1319,1
"","org.joda.time.format","TestISOPeriodFormat$ISOPeriodFormat",0,0.00,0.00,1,0.00,0.00,0,0,9,0,0,171.00,1,2,0.00,0,1,171.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0,0,java.lang.Object,0.00,0,0,0,0,0,0,0,1,0,1
"","org.joda.time.format","TestISOPeriodFormatParsing",20,0.05,1.20,101,1.43,35564.83,34,14,9,23,8,169.29,21,129,15.00,1,2,119.29,0.00,0.50,0.03,1,52.00,2,4289.93,2,1,7,junit.framework.TestCase,0.00,3,1,24,0,3,19,0,16,902,1
"","org.joda.time","TestIllegalFieldValueException",11,0.00,2.55,234,3.57,187922.22,11,0,7,11,13,88.13,6,284,23.00,1,2,88.13,0.00,0.50,0.00,1,11.00,7,10698.99,2,1,12,junit.framework.TestCase,0.00,0,1,28,0,0,10,0,2,2003,1
"","org.joda.time","TestInstant_Basics",40,0.06,1.07,376,5.96,261112.91,50,10,13,41,15,105.35,28,433,24.00,1,2,105.35,0.00,0.50,0.16,1,0.00,2,17875.71,4,1,14,junit.framework.TestCase,0.00,1,1,43,0,1,39,0,25,3681,1
"","org.joda.time","TestInstant_Basics$MockInstant",3,0.00,1.00,7,0.03,237.62,3,0,13,3,3,144.82,0,11,2.00,0,2,144.82,0.00,0.50,0.00,0,4.00,1,92.54,0,3,3,org.joda.time.base.AbstractInstant,0.06,0,1,3,0,0,0,0,0,31,0
"","org.joda.time","TestInstant_Constructors",21,0.04,1.14,92,1.27,21917.73,28,7,9,22,11,164.63,44,126,22.00,1,2,124.74,0.00,0.50,0.11,1,193.00,2,3805.72,2,1,10,junit.framework.TestCase,0.00,1,1,24,0,1,20,0,17,840,1
"","org.joda.time","TestInterval_Basics",88,0.05,1.09,869,12.94,762664.28,102,14,14,90,20,104.38,70,987,24.00,1,2,104.38,0.00,0.50,0.12,1,1988.00,2,38823.50,5,1,19,junit.framework.TestCase,0.00,2,1,96,0,2,87,0,192,8448,1
"","org.joda.time","TestInterval_Basics$MockInterval",4,0.00,1.00,9,0.04,273.81,4,0,14,4,3,145.32,0,14,2.00,0,2,145.32,0.00,0.50,0.00,0,8.00,1,110.64,0,3,3,org.joda.time.base.AbstractInterval,0.00,0,1,4,0,0,1,0,0,38,0
"","org.joda.time","TestInterval_Constructors",65,0.04,1.17,464,8.12,218250.19,74,9,10,67,21,111.67,32,552,32.00,1,2,111.67,0.00,0.50,0.08,1,608.00,4,24352.20,2,1,20,junit.framework.TestCase,0.00,2,1,76,0,2,64,0,14,4916,1
"","org.joda.time","TestInterval_Constructors$IntervalConverter",3,0.00,1.00,8,0.06,654.64,3,0,10,3,2,141.35,0,12,4.00,0,1,141.35,0.00,0.00,0.00,0,3.00,1,189.22,0,2,2,java.lang.Object,0.00,0,0,3,0,0,1,0,0,49,1
"","org.joda.time","TestInterval_Constructors$IntervalConverter_0",3,0.00,1.00,8,0.06,654.64,3,0,10,3,2,141.35,0,12,4.00,0,1,141.35,0.00,0.00,0.00,0,3.00,1,189.22,0,2,2,java.lang.Object,0.00,0,0,3,0,0,1,0,0,49,1
"","org.joda.time","TestInterval_Constructors$MockInterval",20,0.00,1.00,41,0.21,1810.39,20,0,10,20,10,144.36,0,62,11.00,0,1,144.36,0.00,0.00,0.00,0,20.00,1,638.77,0,20,10,java.lang.Object,0.00,0,0,20,0,0,0,1,0,199,0
"","org.joda.time.chrono","TestIslamicChronology",27,0.04,1.26,583,10.52,587562.33,39,12,12,29,11,87.47,21,622,28.00,1,2,87.47,0.00,0.50,0.12,1,236.00,7,31574.12,3,1,11,junit.framework.TestCase,0.00,2,1,34,0,2,26,0,17,5675,1
"","org.joda.time.chrono","TestJulianChronology",18,0.04,1.11,226,4.16,218540.23,26,8,9,19,7,98.56,9,251,25.00,1,2,98.56,0.00,0.50,0.16,1,54.00,3,12472.01,3,1,6,junit.framework.TestCase,0.00,1,1,20,0,1,17,0,4,2433,1
"","org.joda.time.chrono.gj","TestJulianChronology",15,0.93,1.67,71,0.84,41910.42,16,1,1,15,8,171.29,27,101,14.00,5,3,121.29,0.00,0.67,0.13,5,59.00,4,2516.94,4,13,7,org.joda.time.chrono.gj.TestGJChronology,0.61,0,2,25,0,0,2,0,10,538,2
"","org.joda.time.chrono.gj","TestJulianDayOfMonthField",2,0.00,1.00,5,0.02,192.62,2,0,0,2,2,184.04,4,8,1.00,1,6,144.15,0.00,0.83,0.00,0,2.00,1,74.54,0,1,2,org.joda.time.chrono.gj.TestGJDayOfMonthField,0.00,0,5,2,0,0,1,0,1,25,0
"","org.joda.time.chrono.gj","TestJulianMonthOfYearField",3,0.00,3.00,24,0.31,27680.43,3,0,0,3,3,155.84,4,37,26.00,1,6,105.84,0.00,0.83,0.00,1,1.00,7,934.73,0,2,3,org.joda.time.chrono.gj.TestGJMonthOfYearField,0.09,0,5,9,0,0,1,0,1,185,0
"","org.joda.time.chrono.gj","TestJulianWeekyearField",5,0.00,1.60,20,0.18,5701.61,5,0,1,5,3,124.36,4,31,3.00,1,6,124.36,0.00,0.83,0.00,3,5.00,4,546.76,2,4,3,org.joda.time.chrono.gj.TestGJWeekyearField,0.18,0,5,8,0,0,1,0,1,130,0
"","org.joda.time.chrono.gj","TestJulianYearField",5,0.00,1.60,20,0.18,5701.61,5,0,1,5,3,124.36,4,31,3.00,1,6,124.36,0.00,0.83,0.00,3,5.00,4,546.76,2,4,3,org.joda.time.chrono.gj.TestGJYearField,0.18,0,5,8,0,0,1,0,1,130,0
"","org.joda.time.chrono","TestLenientChronology",15,0.29,1.13,79,1.10,24052.03,18,3,6,16,8,169.66,20,104,18.00,1,2,119.66,0.00,0.50,0.07,1,37.00,2,3312.41,2,1,7,junit.framework.TestCase,0.00,1,1,17,0,1,14,0,15,713,1
"","org.joda.time","TestLocalDateTime_Basics",76,0.00,1.28,725,12.15,446630.79,95,19,20,79,27,105.67,44,860,21.00,1,2,105.67,0.00,0.50,0.05,2,2500.00,5,36457.73,5,1,26,junit.framework.TestCase,0.00,3,1,97,0,3,75,0,37,7091,1
"","org.joda.time","TestLocalDateTime_Basics$MockInstant",3,0.00,1.00,7,0.07,997.37,3,0,20,3,3,139.91,0,16,15.00,0,2,139.91,0.00,0.50,0.00,0,2.00,1,200.60,0,3,3,org.joda.time.MockPartial,0.40,0,1,3,0,0,0,0,0,56,0
"","org.joda.time","TestLocalDateTime_Constructors",62,0.04,1.39,559,7.85,217144.35,77,15,10,66,14,107.42,27,658,20.00,1,2,107.42,0.00,0.50,0.10,1,618.00,8,23544.03,2,1,13,junit.framework.TestCase,0.00,4,1,86,0,4,61,0,26,4677,1
"","org.joda.time","TestLocalDateTime_Properties",66,0.10,1.42,761,14.35,799619.72,73,7,4,67,9,99.92,14,872,26.00,1,2,99.92,0.00,0.50,0.04,2,618.00,3,43061.39,3,1,8,junit.framework.TestCase,0.00,1,1,94,0,1,65,0,10,8559,1
"","org.joda.time","TestLocalDate_Basics",89,0.01,1.30,744,10.91,340470.15,109,20,22,93,32,109.04,61,888,22.00,1,2,109.04,0.00,0.50,0.06,2,2227.00,4,32722.35,5,1,31,junit.framework.TestCase,0.00,4,1,116,0,4,88,0,59,6686,1
"","org.joda.time","TestLocalDate_Basics$MockInstant",3,0.00,1.00,7,0.06,842.11,3,0,22,3,3,140.49,0,15,2.00,0,2,140.49,0.00,0.50,0.00,0,1.00,1,177.15,0,3,3,org.joda.time.MockPartial,0.40,0,1,3,0,0,0,0,0,51,0
"","org.joda.time","TestLocalDate_Constructors",59,0.02,1.41,402,5.26,127706.99,70,11,10,62,15,115.63,15,502,20.00,1,2,115.63,0.00,0.50,0.11,1,770.00,8,15766.29,2,1,14,junit.framework.TestCase,0.00,3,1,83,0,3,58,0,11,3295,1
"","org.joda.time","TestLocalDate_Properties",33,0.09,1.36,378,6.23,293539.49,40,7,6,35,12,100.98,10,431,28.00,1,2,100.98,0.00,0.50,0.06,2,230.00,3,18682.04,3,1,11,junit.framework.TestCase,0.00,2,1,45,0,2,32,0,6,3832,1
"","org.joda.time","TestLocalTime_Basics",56,0.04,1.38,509,8.06,314889.30,67,11,13,59,21,105.80,35,601,22.00,1,2,105.80,0.00,0.50,0.05,2,1102.00,3,24176.62,5,1,20,junit.framework.TestCase,0.00,3,1,77,0,3,55,0,30,4863,1
"","org.joda.time","TestLocalTime_Basics$DateTimeFieldType",3,1.00,1.00,8,0.04,372.99,4,1,13,3,3,143.28,0,12,3.00,0,1,143.28,0.00,0.00,0.00,0,3.00,1,115.45,0,3,3,java.lang.Object,0.00,0,0,3,0,0,0,0,0,37,3
"","org.joda.time","TestLocalTime_Basics$DateTimeFieldType_0",3,1.00,1.00,8,0.04,452.46,4,1,13,3,3,142.62,0,12,4.00,0,1,142.62,0.00,0.00,0.00,0,3.00,1,126.32,0,3,3,java.lang.Object,0.00,0,0,3,0,0,0,0,0,40,3
"","org.joda.time","TestLocalTime_Basics$MockInstant",3,0.00,1.00,7,0.07,997.37,3,0,13,3,3,139.91,0,16,15.00,0,2,139.91,0.00,0.50,0.00,0,1.00,1,200.60,0,3,3,org.joda.time.MockPartial,0.40,0,1,3,0,0,0,0,0,56,0
"","org.joda.time","TestLocalTime_Constructors",64,0.04,1.56,513,6.62,185215.08,79,15,11,68,16,109.95,26,628,21.00,1,2,109.95,0.00,0.50,0.11,1,458.00,9,19861.77,2,1,15,junit.framework.TestCase,0.00,4,1,100,0,4,63,0,20,4088,1
"","org.joda.time","TestLocalTime_Properties",45,0.15,1.53,530,8.97,552194.79,50,5,3,46,8,99.86,10,613,25.00,1,2,99.86,0.00,0.50,0.05,2,275.00,3,26915.01,3,1,7,junit.framework.TestCase,0.00,1,1,69,0,1,44,0,6,5401,1
"","org.joda.time.convert","TestLongConverter",12,0.06,1.00,48,0.69,14637.68,18,6,11,14,7,174.24,12,61,12.00,1,2,124.24,0.00,0.50,0.11,1,32.00,1,2073.50,1,1,6,junit.framework.TestCase,0.00,2,1,12,0,2,11,0,8,464,1
"","org.joda.time.field","TestMillisDurationField",25,0.00,1.28,109,1.49,36441.19,25,0,9,25,6,123.57,16,142,21.00,1,2,123.57,0.00,0.50,0.00,1,25.00,2,4462.20,3,1,5,junit.framework.TestCase,0.00,0,1,32,0,0,24,0,12,1026,1
"","org.joda.time","TestMinMaxLong",18,0.09,1.17,201,3.97,179668.75,23,5,4,19,4,140.51,44,222,37.00,1,2,100.63,0.00,0.50,0.11,1,102.00,2,11901.74,2,1,3,junit.framework.TestCase,0.00,1,1,21,0,1,17,0,42,2228,1
"","org.joda.time","TestMinutes",32,0.97,1.34,218,3.21,95629.39,33,1,6,33,19,114.54,28,274,24.00,1,2,114.54,0.00,0.50,0.06,1,88.00,3,9637.62,3,1,18,junit.framework.TestCase,0.00,1,1,43,0,1,31,0,22,2080,1
"","org.joda.time","TestMonthDay_Basics",79,0.06,1.30,518,6.75,197177.99,90,11,14,82,23,115.16,31,629,20.00,1,2,115.16,0.00,0.50,0.03,2,1295.00,4,20249.39,5,1,22,junit.framework.TestCase,0.00,3,1,103,0,3,78,0,23,4386,1
"","org.joda.time","TestMonthDay_Basics$MockMD",3,0.00,1.00,7,0.06,907.56,3,0,14,3,3,140.24,0,17,2.00,0,2,140.24,0.00,0.50,0.00,0,1.00,1,186.38,0,3,3,org.joda.time.MockPartial,0.40,0,1,3,0,0,0,0,0,52,0
"","org.joda.time","TestMonthDay_Constructors",34,0.03,1.41,208,2.59,55432.86,43,9,9,37,11,156.48,68,268,18.00,1,2,116.60,0.00,0.50,0.14,1,270.00,5,7775.97,2,1,10,junit.framework.TestCase,0.00,3,1,48,0,3,33,0,32,1662,1
"","org.joda.time","TestMonthDay_Properties",24,0.08,1.25,227,3.67,148119.90,31,7,6,26,12,105.50,9,265,29.00,1,2,105.50,0.00,0.50,0.07,2,144.00,3,11014.17,3,1,11,junit.framework.TestCase,0.00,2,1,30,0,2,23,0,7,2312,1
"","org.joda.time","TestMonths",30,0.93,1.33,233,3.80,126036.62,31,1,6,31,12,110.88,27,287,26.00,1,2,110.88,0.00,0.50,0.10,1,102.00,3,11410.06,3,1,11,junit.framework.TestCase,0.00,1,1,40,0,1,29,0,21,2410,1
"","org.joda.time","TestMutableDateTime_Adds",45,0.06,1.04,227,3.17,68237.09,54,9,5,46,12,119.87,26,288,17.00,1,2,119.87,0.00,0.50,0.05,1,375.00,2,9507.43,2,1,11,junit.framework.TestCase,0.00,1,1,47,0,1,44,0,17,2068,1
"","org.joda.time","TestMutableDateTime_Basics",42,0.05,1.14,492,8.23,399931.80,52,10,19,43,18,100.79,20,553,26.00,1,2,100.79,0.00,0.50,0.15,1,142.00,3,24694.46,5,1,17,junit.framework.TestCase,0.00,1,1,48,0,1,41,0,11,4974,1
"","org.joda.time","TestMutableDateTime_Basics$DateTimeFieldType",3,1.00,1.00,8,0.05,471.55,4,1,19,3,5,142.47,0,12,4.00,0,1,142.47,0.00,0.00,0.00,1,3.00,1,148.62,0,3,5,java.lang.Object,0.00,0,0,3,0,0,0,0,0,44,3
"","org.joda.time","TestMutableDateTime_Basics$MockEqualsChronology",5,1.00,1.00,12,0.06,469.55,6,1,19,5,3,144.24,0,18,3.00,0,3,144.24,0.00,0.67,0.00,0,5.00,1,175.26,0,5,3,org.joda.time.chrono.BaseChronology,0.09,0,2,5,0,0,0,0,0,55,0
"","org.joda.time","TestMutableDateTime_Basics$MockInstant",3,0.00,1.00,7,0.03,237.62,3,0,19,3,3,144.82,0,11,2.00,0,2,144.82,0.00,0.50,0.00,0,4.00,1,92.54,0,3,3,org.joda.time.base.AbstractInstant,0.06,0,1,3,0,0,0,0,0,31,0
"","org.joda.time","TestMutableDateTime_Constructors",47,0.01,1.55,276,4.10,143605.44,56,9,10,48,13,157.27,134,369,24.00,1,2,117.38,0.00,0.50,0.12,1,580.00,8,12294.98,2,1,12,junit.framework.TestCase,0.00,1,1,73,0,1,46,0,52,2599,1
"","org.joda.time","TestMutableDateTime_Properties",64,0.11,1.00,545,10.78,307784.29,72,8,3,65,7,108.32,46,623,29.00,1,2,108.32,0.00,0.50,0.02,1,242.00,1,32342.13,2,1,6,junit.framework.TestCase,0.00,1,1,64,0,1,63,0,36,6343,1
"","org.joda.time","TestMutableDateTime_Sets",68,0.05,1.25,427,5.83,121613.56,78,10,7,69,13,116.31,38,527,17.00,1,2,116.31,0.00,0.50,0.05,1,818.00,2,17481.90,3,1,12,junit.framework.TestCase,0.00,1,1,85,0,1,67,0,31,3669,1
"","org.joda.time","TestMutableInterval_Basics",32,0.07,1.00,292,4.98,396098.78,43,11,12,34,18,103.18,23,338,30.00,1,2,103.18,0.00,0.50,0.16,1,0.00,1,14938.11,3,1,17,junit.framework.TestCase,0.00,2,1,32,0,2,31,0,14,3169,1
"","org.joda.time","TestMutableInterval_Basics$MockInterval",4,0.00,1.00,9,0.04,273.81,4,0,12,4,3,145.32,0,14,2.00,0,2,145.32,0.00,0.50,0.00,0,8.00,1,110.64,0,3,3,org.joda.time.base.AbstractInterval,0.00,0,1,4,0,0,1,0,0,38,0
"","org.joda.time","TestMutableInterval_Constructors",56,0.03,1.11,379,6.72,181890.25,66,10,9,57,19,114.30,22,457,32.00,1,2,114.30,0.00,0.50,0.07,1,0.00,2,20153.01,2,1,18,junit.framework.TestCase,0.00,1,1,62,0,1,55,0,13,4066,1
"","org.joda.time","TestMutableInterval_Constructors$IntervalConverter",3,0.00,1.00,8,0.06,654.64,3,0,9,3,2,141.35,0,12,4.00,0,1,141.35,0.00,0.00,0.00,0,3.00,1,189.22,0,2,2,java.lang.Object,0.00,0,0,3,0,0,1,0,0,49,1
"","org.joda.time","TestMutableInterval_Constructors$IntervalConverter_0",3,0.00,1.00,8,0.06,654.64,3,0,9,3,2,141.35,0,12,4.00,0,1,141.35,0.00,0.00,0.00,0,3.00,1,189.22,0,2,2,java.lang.Object,0.00,0,0,3,0,0,1,0,0,49,1
"","org.joda.time","TestMutableInterval_Constructors$MockInterval",20,0.00,1.00,41,0.21,1810.39,20,0,9,20,10,144.36,0,62,11.00,0,1,144.36,0.00,0.00,0.00,0,20.00,1,638.77,0,20,10,java.lang.Object,0.00,0,0,20,0,0,0,1,0,199,0
"","org.joda.time","TestMutableInterval_Updates",42,0.11,1.33,217,2.71,67016.89,52,10,6,43,11,119.64,24,287,17.00,1,2,119.64,0.00,0.50,0.21,1,0.00,2,8120.72,2,1,10,junit.framework.TestCase,0.00,1,1,56,0,1,41,0,15,1806,1
"","org.joda.time","TestMutableInterval_Updates$MockBadInterval",3,0.00,1.00,7,0.04,316.94,3,0,6,3,3,143.83,0,11,2.00,0,2,143.83,0.00,0.50,0.00,0,1.00,1,110.98,0,3,3,org.joda.time.base.AbstractInterval,0.00,0,1,3,0,0,0,0,0,35,0
"","org.joda.time","TestMutablePeriod_Basics",16,0.03,1.00,111,1.66,63783.62,26,10,9,17,10,103.26,246,141,17.00,1,2,113.62,0.00,0.50,0.07,1,50.00,1,4975.91,1,1,9,junit.framework.TestCase,0.00,1,1,16,0,1,15,0,237,1062,1
"","org.joda.time","TestMutablePeriod_Basics$MockMutablePeriod",1,0.00,1.00,3,0.02,114.51,1,0,9,1,1,136.99,0,5,0.00,0,3,136.99,0.00,0.67,0.00,0,1.00,1,46.04,0,0,1,org.joda.time.base.BasePeriod,0.00,0,2,1,0,0,1,0,0,16,0
"","org.joda.time","TestMutablePeriod_Constructors",61,0.09,1.02,698,11.77,338580.77,71,10,6,62,13,102.66,53,825,26.00,1,2,102.66,0.00,0.50,0.01,1,175.00,2,35296.97,2,1,12,junit.framework.TestCase,0.00,1,1,62,0,1,60,0,40,6813,1
"","org.joda.time","TestMutablePeriod_Updates",82,0.09,1.11,930,14.54,396455.10,92,10,5,83,16,143.00,235,1059,22.00,1,2,103.12,0.00,0.50,0.01,1,314.00,3,43612.93,2,1,15,junit.framework.TestCase,0.00,1,1,91,0,1,81,0,242,8573,1
"","org.joda.time.convert","TestNullConverter",18,0.00,1.00,87,1.19,22852.20,28,10,20,20,14,124.10,14,112,15.00,1,2,124.10,0.00,0.50,0.10,1,86.00,1,3571.74,1,1,13,junit.framework.TestCase,0.00,2,1,18,0,2,17,0,11,773,1
"","org.joda.time.field","TestOffsetDateTimeField",56,0.00,1.25,321,4.48,178797.67,56,0,9,56,9,117.28,19,405,16.00,1,2,117.28,0.00,0.50,0.00,1,56.00,4,13448.68,2,1,8,junit.framework.TestCase,0.00,0,1,70,0,0,55,0,15,2884,1
"","org.joda.time.field","TestOffsetDateTimeField$MockOffsetDateTimeField",1,0.00,1.00,3,0.02,137.73,1,0,9,1,2,186.36,1,5,0.00,0,5,136.36,0.00,0.80,0.00,0,1.00,1,59.89,0,0,2,org.joda.time.field.OffsetDateTimeField,0.00,0,4,1,0,0,1,0,1,19,1
"","org.joda.time.field","TestOffsetDateTimeField$MockStandardDateTimeField",3,0.00,1.00,7,0.04,334.78,3,0,9,3,2,143.65,0,11,5.00,0,2,143.65,0.00,0.50,0.00,0,3.00,1,122.96,0,2,2,org.joda.time.field.MockOffsetDateTimeField,0.00,0,1,3,0,0,1,0,0,39,1
"","org.joda.time","TestPartial_Basics",83,0.04,1.37,595,7.61,190673.31,96,13,13,86,21,112.93,37,734,19.00,1,2,112.93,0.00,0.50,0.04,5,1604.00,4,22843.15,6,6,20,junit.framework.TestCase,0.00,3,1,114,0,3,77,0,34,4911,1
"","org.joda.time","TestPartial_Constructors",28,0.04,1.82,231,3.32,149799.80,35,7,5,31,11,128.43,91,336,24.00,1,2,107.81,0.00,0.50,0.10,2,226.00,9,9953.01,2,1,10,junit.framework.TestCase,0.00,3,1,51,0,3,27,0,34,2047,1
"","org.joda.time","TestPartial_Match",8,0.01,1.12,80,1.31,53089.44,28,20,5,11,13,153.57,10,109,17.00,1,2,103.57,0.00,0.50,0.04,2,24.00,2,3932.15,2,2,12,junit.framework.TestCase,0.00,3,1,9,0,3,6,0,6,765,1
